CochleariaID	AthalianaID	orthologyEvidence	Athaliana_description
g23832.t1	AT4G24530.1	1-2-1 orthogroup	Note=O-fucosyltransferase family protein: conf_class=1: computational_description=O-fucosyltransferase family protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23833.t1	AT4G24500.1	1-2-1 orthogroup	Note=hydroxyproline-rich glycoprotein family protein: curator_summary=Encodes a proline-rich protein SICKLE (SIC). Required for development and abiotic stress tolerance. Involved in microRNA biogenesis. It is involved in mRNA splicing. It is a single copy gene in Arabidopsis and likely specific to higher plants. Along with RCN1, it functions in regulating auxin transport processes in part by regulating the recycling of PIN1 and PIN2 auxin transporters. It is required for circadian clock temperature responses.: symbol=SIC: full_name=SICKLE: computational_description=hydroxyproline-rich glycoprotein family protein: conf_class=2: conf_rating=****: conf_class=4: conf_rating=***: 
g23834.t1	AT4G24490.1	within orthogroup RBH	Note=RAB geranylgeranyl transferase alpha subunit 1: symbol=RGTA1: full_name=RAB geranylgeranyl transferase alpha subunit 1: computational_description=RAB geranylgeranyl transferase alpha subunit 1: conf_class=2: conf_rating=****: curator_summary=None: 
g23835.t1	AT4G24470.3	1-2-1 orthogroup	Note=GATA-type zinc finger protein with TIFY domain: curator_summary=ZIM is a putative transcription factor containing an atypical GATA-type zinc-finger motif.: symbol=ZIM: full_name=Zinc-finger protein expressed in Inflorescence Meristem: computational_description=GATA-type zinc finger protein with TIFY domain-containing protein: conf_class=2: conf_rating=****: conf_class=6: conf_rating=**: 
g23836.t1	AT4G24460.1	1-2-1 orthogroup	Note=CRT (chloroquine-resistance transporter)-like transporter 2: curator_summary=Encodes one of the CRT-Like transporters (CLT1/AT5G19380, CLT2/AT4G24460, CLT3/AT5G12170). Required for glutathione homeostasis and stress responses.  Mutants lacking these transporters are heavy metal-sensitive, glutathione(GSH)-deficient, and hypersensitive to Phytophthora infection.: symbol=CLT2: full_name=CRT (chloroquine-resistance transporter)-like transporter 2: computational_description=CRT (chloroquine-resistance transporter)-like transporter 2: conf_class=2: conf_rating=****: conf_class=4: conf_rating=***: 
g23837.t1	AT4G24450.3	1-2-1 orthogroup	Note=phosphoglucan, water dikinase: symbol=PWD: full_name=phosphoglucan, water dikinase: computational_description=phosphoglucan, water dikinase: conf_class=1: conf_rating=*****: curator_summary=None: 
g23838.t2	AT4G24400.1	no orthogroup BLAST	Note=CBL-interacting protein kinase 8: curator_summary=Encodes a CBL (calcineurin B-like calcium sensor proteins) -interacting serine/threonine protein kinase. Regulates the low-affinity phase of the primary nitrate response. The mRNA is cell-to-cell mobile.: symbol=CIPK8: full_name=CBL-interacting protein kinase 8: computational_description=CBL-interacting protein kinase 8: conf_class=2: conf_rating=****: 
g23839.t1	ATMG00710.1	no orthogroup BLAST	
g23840.t2	AT4G24400.1	no orthogroup BLAST	Note=CBL-interacting protein kinase 8: curator_summary=Encodes a CBL (calcineurin B-like calcium sensor proteins) -interacting serine/threonine protein kinase. Regulates the low-affinity phase of the primary nitrate response. The mRNA is cell-to-cell mobile.: symbol=CIPK8: full_name=CBL-interacting protein kinase 8: computational_description=CBL-interacting protein kinase 8: conf_class=2: conf_rating=****: 
g23841.t1	AT4G24280.1	within orthogroup RBH	Note=chloroplast heat shock protein 70-1: curator_summary=Involved in protein import into  chloroplasts during early developmental stages. The mRNA is cell-to-cell mobile.: symbol=cpHsc70-1: full_name=chloroplast heat shock protein 70-1: computational_description=chloroplast heat shock protein 70-1: conf_class=1: conf_rating=*****: 
g23842.t1	AT4G24265.2	1-2-1 orthogroup	Note=None: conf_class=1: computational_description=homeobox protein: conf_rating=*****: symbol=None: curator_summary=: 
g23843.t1	AT4G24240.1	no orthogroup BLAST	Note=WRKY DNA-binding protein 7: curator_summary=Encodes a Ca-dependent calmodulin binding protein. Sequence similarity to the WRKY transcription factor gene family.: symbol=WRKY7: full_name=WRKY DNA-binding protein 7: computational_description=WRKY DNA-binding protein 7: conf_class=2: conf_rating=****: 
g23844.t1	AT5G49720.1	within orthogroup BLAST	Note=glycosyl hydrolase 9A1: curator_summary=Encodes a membrane-bound endo-1,4-beta-D-glucanase, involved in cellulose biosynthesis. Loss-of-function mutants have severe cellulose-deficient phenotypes. During cell elongation, KOR1 is associated with Golgi apparatus and early endosome. Inhibition of cellulose biosynthesis promoted a redistribution of KOR1 in subcellular locations. These observations suggest that deposition of cellulose involves the intracellular cycling of KOR1.: symbol=GH9A1: full_name=glycosyl hydrolase 9A1: computational_description=glycosyl hydrolase 9A1: conf_class=2: conf_rating=****: 
g23845.t1	AT4G24220.1	1-2-1 orthogroup	Note=NAD(P)-binding Rossmann-fold superfamily protein: curator_summary=encodes a progesterone-5beta-reductase-like  protein. It has enone reductase activity against a wide range of substrates, including 3-oxo-Δ-4,5-steroids in vitro. The in vivo substrates and product of this enzyme have not yet been elucidated but it is likely to participate in steroid metabolism. The protein contains a mammalian death domain involved in programmed cell death. The gene is expressed in the vascular system and mutants carrying a dominant mutation in the gene have defective vascular patterning. VEP1 gene expression is induced specifically by wounding.: symbol=VEP1: full_name=VEIN PATTERNING 1: computational_description=NAD(P)-binding Rossmann-fold superfamily protein: conf_class=2: conf_rating=****: conf_class=3: 
g23846.t1	AT4G24204.3	1-2-1 orthogroup	Note=RING/U-box superfamily protein: conf_class=1: computational_description=RING/U-box superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: conf_class=6: conf_rating=**: 
g23847.t1	AT4G24190.1	1-2-1 orthogroup	Note=Chaperone protein htpG family protein: curator_summary=encodes an ortholog of GRP94, an ER-resident HSP90-like protein and is involved in regulation of meristem size and organization. Single and double mutant analyses suggest that SHD may be required for the correct folding and/or complex formation of CLV proteins. Lines carrying recessive mutations in this locus exhibits expanded shoot meristems, disorganized root meristems, and defective pollen tube elongation. Transcript is detected in all tissues examined and is not induced by heat.  Endoplasmin supports the protein secretory pathway and has a role in proliferating tissues.: symbol=SHD: full_name=SHEPHERD: computational_description=Chaperone protein htpG family protein: conf_class=2: conf_rating=****: 
g23848.t1	AT4G24120.1	1-2-1 orthogroup	Note=YELLOW STRIPE like 1: curator_summary=Member of a small family of oligopeptide transporters similar to the yellow stripe locus of maize (ZmYS1).: symbol=YSL1: full_name=YELLOW STRIPE like 1: computational_description=YELLOW STRIPE like 1: conf_class=2: conf_rating=****: 
g23849.t1	AT4G24110.1	1-2-1 orthogroup	Note=None: computational_description=NADP-specific glutamate dehydrogenase: conf_class=1: conf_rating=*****: symbol=HUP40: curator_summary=None: 
g23850.t1	AT4G24100.4	within orthogroup BLAST	Note=None: conf_class=2: computational_description=Protein kinase superfamily protein: conf_rating=****: symbol=None: curator_summary=Protein kinase superfamily protein: 
g23851.t1	AT4G24060.1	1-2-1 orthogroup	Note=Dof-type zinc finger DNA-binding family protein: computational_description=Dof-type zinc finger DNA-binding family protein: conf_class=1: conf_rating=*****: symbol=VDOF1: curator_summary=Plant-specific Dof transcription factor which regulates vascular cell di#erentiation  and lignin biosynthesis.: 
g23852.t1	AT4G24050.1	1-2-1 orthogroup	Note=NAD(P)-binding Rossmann-fold superfamily protein: conf_class=2: computational_description=NAD(P)-binding Rossmann-fold superfamily protein: conf_rating=****: symbol=None: curator_summary=None: 
g23853.t1	AT4G24020.1	1-2-1 orthogroup	Note=NIN like protein 7: curator_summary=Encodes NIN Like Protein 7 (NLP7).  Modulates nitrate sensing and metabolism.  Mutants of NLP7 show features of nitrogen-starved plants and are tolerant to drought stress.  Localized in the nucleus and functions as a putative transcription factor. The mRNA is cell-to-cell mobile.: symbol=NLP7: full_name=NIN like protein 7: computational_description=NIN like protein 7: conf_class=2: conf_rating=****: 
g23854.t1	AT3G47680.1	no orthogroup BLAST	Note=DNA binding: conf_class=2: computational_description=DNA binding protein: conf_rating=****: symbol=None: curator_summary=None: 
g23855.t1	AT2G13770.1	no orthogroup BLAST	Note=None: conf_class=2: computational_description=nuclease: conf_rating=****: symbol=None: curator_summary=None: 
g23856.t1	AT4G24015.1	1-2-1 orthogroup	Note=RING/U-box superfamily protein: computational_description=RING/U-box superfamily protein: conf_class=2: conf_rating=****: symbol=ATL82: curator_summary=None: 
g23857.t1	AT4G23990.1	within orthogroup RBH	Note=cellulose synthase like G3: curator_summary=encodes a protein similar to cellulose synthase: symbol=CSLG3: full_name=cellulose synthase like G3: computational_description=cellulose synthase like G3: conf_class=2: conf_rating=****: 
g23858.t1	AT4G23980.1	1-2-1 orthogroup	Note=auxin response factor 9: curator_summary=Encodes auxin response factor 9 (ARF9). The mRNA is cell-to-cell mobile.: symbol=ARF9: full_name=auxin response factor 9: computational_description=auxin response factor 9: conf_class=2: conf_rating=****: conf_class=3: 
g23859.t1	AT4G23940.1	1-2-1 orthogroup	Note=FtsH extracellular protease family: curator_summary=Encodes FtsHi1. Localizes to the chloroplast envelope membrane. Functions in chloroplast biogenesis and division.Strong interaction with TIC inner envelope protein translocon which consists of Tic20/Tic56/Tic100/Tic214(Ycf1)(DOI:10.1105/tpc.18.00357).: symbol=FtsHi1: full_name=FTSH inactive protease 1: computational_description=FtsH extracellular protease family: conf_class=2: conf_rating=****: 
g23860.t1	AT4G23930.1	1-2-1 orthogroup	Note=Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family: conf_class=1: computational_description=Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family: conf_rating=*****: symbol=None: curator_summary=None: 
g23861.t1	AT4G23920.1	within orthogroup RBH	Note=UDP-D-glucose/UDP-D-galactose 4-epimerase 2: curator_summary=Encodes a protein with UDP-D-glucose 4-epimerase activity. Involved in growth and cell wall carbohydrate biosynthesis.: symbol=UGE2: full_name=UDP-D-glucose/UDP-D-galactose 4-epimerase 2: computational_description=UDP-D-glucose/UDP-D-galactose 4-epimerase 2: conf_class=2: conf_rating=****: 
g23862.t1	AT3G42860.1	no orthogroup BLAST	Note=zinc knuckle (CCHC-type) family protein: conf_class=1: computational_description=zinc knuckle (CCHC-type) family protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23863.t1	AT4G23900.1	within orthogroup RBH	Note=Nucleoside diphosphate kinase family protein: conf_class=2: computational_description=Nucleoside diphosphate kinase family protein: conf_rating=****: symbol=None: curator_summary=None: 
g23864.t1	AT4G23880.1	no orthogroup BLAST	Note=None: conf_class=1: computational_description=hypothetical protein: conf_rating=*****: symbol=None: curator_summary=None: 
g23865.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g23866.t1	AT2G42490.1	no orthogroup BLAST	Note=Copper amine oxidase family protein: computational_description=Copper amine oxidase family protein: conf_class=2: conf_rating=****: symbol=CuAO-zeta: curator_summary=Peroxisome-localized copper amine oxidase involved in lateral root formation.: 
g23867.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g23868.t1	AT4G23160.2	no orthogroup BLAST	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g23869.t1	ATMG00300.1	no orthogroup BLAST	
g23870.t1	AT4G23850.1	within orthogroup RBH	Note=AMP-dependent synthetase and ligase family protein: symbol=LACS4: full_name=long-chain acyl-CoA synthetase 4: computational_description=AMP-dependent synthetase and ligase family protein: conf_class=2: conf_rating=****: curator_summary=Encodes a long chain acyl CoA synthetase that catalyzes the addition of CoA onto IBA, the first step in its β-oxidation.: 
g23871.t1	AT4G23810.1	1-2-1 orthogroup	Note=WRKY family transcription factor: curator_summary=member of WRKY Transcription Factor Group III t WRKY53 and CRK5 are antagonistic  regulators of chlorophyll synthesis/degradation, senescence, and stomatal conductance.: symbol=WRKY53: computational_description=WRKY family transcription factor: conf_class=2: conf_rating=****: 
g23872.t1	AT4G23800.1	within orthogroup RBH	Note=HMG (high mobility group) box protein: curator_summary=Encodes a protein containing three copies of the HMG (high mobility group)-box domain.  The two Arabidopsis 3xHMG-box proteins are: AT4G11080 (3xHMG-box1) and AT4G23800 (3xHMG-box2).  Interacts with mitotic and meiotic chromosomes.: symbol=3xHMG-box2: full_name=3xHigh Mobility Group-box2: computational_description=HMG (high mobility group) box protein: conf_class=2: conf_rating=****: 
